user_id,step,timestamp
user_0094,deposit_form,2024-03-01 12:36:17.095874329
user_0273,registration,2024-03-01 12:38:50.095535506
user_0094,deposit_success,2024-03-01 12:39:17.095874329
user_0592,registration,2024-03-01 12:39:57.167542478
user_1147,registration,2024-03-01 12:41:38.061048966
user_1134,deposit_success,2024-03-01 12:42:26.871958110
user_0168,landing,2024-03-01 12:43:03.915865074
user_0757,landing,2024-03-01 12:43:12.532653742
user_0419,deposit_form,2024-03-01 12:44:12.770632018
user_1063,deposit_form,2024-03-01 12:45:37.266392238
user_0128,registration,2024-03-01 12:48:20.679291525
user_1147,deposit_form,2024-03-01 12:54:38.061048966
user_0977,deposit_success,2024-03-01 12:55:04.424172855
user_0736,landing,2024-03-01 12:56:01.241664252
user_0167,landing,2024-03-01 13:00:25.384441327
user_0105,landing,2024-03-01 13:01:21.803292368
user_0498,landing,2024-03-01 13:02:30.478005481
user_0573,deposit_form,2024-03-01 13:02:47.338125037
user_0079,registration,2024-03-01 13:03:08.020297676
user_1011,landing,2024-03-01 13:04:51.568017384
user_0592,deposit_form,2024-03-01 13:05:57.167542478
user_0419,deposit_success,2024-03-01 13:09:12.770632018
user_0121,landing,2024-03-01 13:09:58.322298798
user_0757,registration,2024-03-01 13:10:12.532653742
user_0401,landing,2024-03-01 13:12:31.435976937
user_0628,landing,2024-03-01 13:16:55.030650398
user_1120,landing,2024-03-01 13:17:32.810729334
user_0168,registration,2024-03-01 13:20:03.915865074
user_0386,landing,2024-03-01 13:20:21.307563052
user_1132,landing,2024-03-01 13:23:12.724670011
user_1147,deposit_success,2024-03-01 13:23:38.061048966
user_1132,registration,2024-03-01 13:25:12.724670011
user_0943,landing,2024-03-01 13:27:00.753010646
user_0892,landing,2024-03-01 13:29:32.542580673
user_0898,landing,2024-03-01 13:30:16.807103283
user_0628,registration,2024-03-01 13:33:55.030650398
user_0121,registration,2024-03-01 13:33:58.322298798
user_0079,deposit_form,2024-03-01 13:34:08.020297676
user_0801,landing,2024-03-01 13:36:30.445040955
user_0273,deposit_form,2024-03-01 13:38:50.095535506
user_0079,deposit_success,2024-03-01 13:39:08.020297676
user_0943,registration,2024-03-01 13:43:00.753010646
user_0401,registration,2024-03-01 13:47:31.435976937
user_1011,registration,2024-03-01 13:49:51.568017384
user_1120,registration,2024-03-01 13:51:32.810729334
user_0407,landing,2024-03-01 13:52:05.176483100
user_0757,deposit_form,2024-03-01 13:52:12.532653742
user_0898,registration,2024-03-01 13:52:16.807103283
user_0300,landing,2024-03-01 13:53:03.365720059
user_0244,landing,2024-03-01 13:54:50.323627782
user_0546,landing,2024-03-01 14:00:50.985603694
user_0976,landing,2024-03-01 14:02:52.029795015
user_0976,registration,2024-03-01 14:06:52.029795015
user_0892,registration,2024-03-01 14:08:32.542580673
user_0546,registration,2024-03-01 14:09:50.985603694
user_0300,registration,2024-03-01 14:10:03.365720059
user_0651,landing,2024-03-01 14:10:04.288973912
user_0643,landing,2024-03-01 14:12:24.430386859
user_1132,deposit_form,2024-03-01 14:17:12.724670011
user_0118,landing,2024-03-01 14:18:48.069579416
user_0757,deposit_success,2024-03-01 14:22:12.532653742
user_0892,deposit_form,2024-03-01 14:22:32.542580673
user_0651,registration,2024-03-01 14:24:04.288973912
user_0976,deposit_form,2024-03-01 14:24:52.029795015
user_1011,deposit_form,2024-03-01 14:25:51.568017384
user_1132,deposit_success,2024-03-01 14:28:12.724670011
user_0450,landing,2024-03-01 14:30:07.249966344
user_0118,registration,2024-03-01 14:38:48.069579416
user_0330,landing,2024-03-01 14:39:27.546462579
user_0330,registration,2024-03-01 14:41:27.546462579
user_0536,landing,2024-03-01 14:43:02.186739472
user_1083,landing,2024-03-01 14:48:15.513019959
user_1052,landing,2024-03-01 14:50:05.207832542
user_0288,landing,2024-03-01 14:50:07.179163263
user_1043,landing,2024-03-01 14:52:48.157902937
user_1011,deposit_success,2024-03-01 14:55:51.568017384
user_0656,landing,2024-03-01 14:57:19.847627110
user_0956,landing,2024-03-01 14:57:24.663070454
user_1006,landing,2024-03-01 15:00:49.657885059
user_0956,registration,2024-03-01 15:02:24.663070454
user_0288,registration,2024-03-01 15:03:07.179163263
user_0784,landing,2024-03-01 15:04:10.900747261
user_0894,landing,2024-03-01 15:07:38.823602250
user_0450,registration,2024-03-01 15:10:07.249966344
user_1006,registration,2024-03-01 15:10:49.657885059
user_0651,deposit_form,2024-03-01 15:12:04.288973912
user_0508,landing,2024-03-01 15:13:21.259109650
user_0894,registration,2024-03-01 15:14:38.823602250
user_0166,landing,2024-03-01 15:19:40.472280804
user_0450,deposit_form,2024-03-01 15:23:07.249966344
user_0411,landing,2024-03-01 15:23:28.508552732
user_0118,deposit_form,2024-03-01 15:27:48.069579416
user_0450,deposit_success,2024-03-01 15:31:07.249966344
user_0104,landing,2024-03-01 15:34:00.621910221
user_0470,landing,2024-03-01 15:36:52.934094442
user_0957,landing,2024-03-01 15:38:09.934836054
user_0118,deposit_success,2024-03-01 15:41:48.069579416
user_0535,landing,2024-03-01 15:41:53.502090439
user_0957,registration,2024-03-01 15:43:09.934836054
user_0508,registration,2024-03-01 15:45:21.259109650
user_0080,landing,2024-03-01 15:46:45.491359209
user_0091,landing,2024-03-01 15:47:59.615427937
user_0464,landing,2024-03-01 15:50:27.032378805
user_0894,deposit_form,2024-03-01 15:50:38.823602250
user_0352,landing,2024-03-01 15:51:31.782861838
user_0080,registration,2024-03-01 15:51:45.491359209
user_0956,deposit_form,2024-03-01 15:57:24.663070454
user_0535,registration,2024-03-01 16:01:53.502090439
user_0464,registration,2024-03-01 16:04:27.032378805
user_0091,registration,2024-03-01 16:04:59.615427937
user_0894,deposit_success,2024-03-01 16:08:38.823602250
user_0104,registration,2024-03-01 16:13:00.621910221
user_0542,landing,2024-03-01 16:14:45.234433298
user_0352,registration,2024-03-01 16:16:31.782861838
user_0080,deposit_form,2024-03-01 16:19:45.491359209
user_0956,deposit_success,2024-03-01 16:21:24.663070454
user_0307,landing,2024-03-01 16:21:28.586224612
user_0811,landing,2024-03-01 16:23:05.615901664
user_0770,landing,2024-03-01 16:25:29.057136171
user_0486,landing,2024-03-01 16:29:52.403172939
user_0203,landing,2024-03-01 16:30:20.813600628
user_0464,deposit_form,2024-03-01 16:31:27.032378805
user_0665,landing,2024-03-01 16:32:46.250447369
user_0957,deposit_form,2024-03-01 16:33:09.934836054
user_0486,registration,2024-03-01 16:33:52.403172939
user_1185,landing,2024-03-01 16:35:21.050119838
user_0453,landing,2024-03-01 16:36:35.749991707
user_0542,registration,2024-03-01 16:48:45.234433298
user_0464,deposit_success,2024-03-01 16:51:27.032378805
user_0770,registration,2024-03-01 16:53:29.057136171
user_0875,landing,2024-03-01 16:55:28.403264928
user_1185,registration,2024-03-01 16:57:21.050119838
user_0024,landing,2024-03-01 16:59:02.900754427
user_0486,deposit_form,2024-03-01 16:59:52.403172939
user_0113,landing,2024-03-01 17:00:22.387413754
user_0770,deposit_form,2024-03-01 17:00:29.057136171
user_0805,landing,2024-03-01 17:03:19.455809533
user_0518,landing,2024-03-01 17:03:33.792283980
user_0169,landing,2024-03-01 17:04:00.483441960
user_0559,landing,2024-03-01 17:06:20.837194772
user_0811,registration,2024-03-01 17:08:05.615901664
user_0369,landing,2024-03-01 17:08:38.065104646
user_0665,registration,2024-03-01 17:11:46.250447369
user_0805,registration,2024-03-01 17:13:19.455809533
user_0113,registration,2024-03-01 17:13:22.387413754
user_0585,landing,2024-03-01 17:14:35.195786682
user_0770,deposit_success,2024-03-01 17:20:29.057136171
user_0660,landing,2024-03-01 17:21:13.079005444
user_0423,landing,2024-03-01 17:22:42.170331914
user_0024,registration,2024-03-01 17:31:02.900754427
user_0169,registration,2024-03-01 17:32:00.483441960
user_0811,deposit_form,2024-03-01 17:32:05.615901664
user_0811,deposit_success,2024-03-01 17:37:05.615901664
user_0542,deposit_form,2024-03-01 17:37:45.234433298
user_0518,registration,2024-03-01 17:38:33.792283980
user_0559,registration,2024-03-01 17:42:20.837194772
user_1198,landing,2024-03-01 17:46:31.166861736
user_0542,deposit_success,2024-03-01 17:48:45.234433298
user_0660,registration,2024-03-01 17:50:13.079005444
user_0585,registration,2024-03-01 17:50:35.195786682
user_0360,landing,2024-03-01 17:51:14.033570878
user_0907,landing,2024-03-01 17:52:21.883625670
user_0665,deposit_form,2024-03-01 17:54:46.250447369
user_0621,landing,2024-03-01 17:59:13.554980206
user_0932,landing,2024-03-01 18:02:06.048130340
user_0671,landing,2024-03-01 18:03:07.730522784
user_1198,registration,2024-03-01 18:06:31.166861736
user_1046,landing,2024-03-01 18:10:14.167517689
user_0665,deposit_success,2024-03-01 18:10:46.250447369
user_0585,deposit_form,2024-03-01 18:11:35.195786682
user_0113,deposit_form,2024-03-01 18:13:22.387413754
user_0463,landing,2024-03-01 18:13:22.417458117
user_0559,deposit_form,2024-03-01 18:14:20.837194772
user_1056,landing,2024-03-01 18:14:22.063479327
user_0298,landing,2024-03-01 18:14:53.907729756
user_0559,deposit_success,2024-03-01 18:15:20.837194772
user_0360,registration,2024-03-01 18:17:14.033570878
user_0907,registration,2024-03-01 18:17:21.883625670
user_0660,deposit_form,2024-03-01 18:19:13.079005444
user_0585,deposit_success,2024-03-01 18:19:35.195786682
user_0298,registration,2024-03-01 18:21:53.907729756
user_0864,landing,2024-03-01 18:21:56.909619662
user_0620,landing,2024-03-01 18:24:25.087519040
user_1046,registration,2024-03-01 18:25:14.167517689
user_0354,landing,2024-03-01 18:25:22.452858195
user_1056,registration,2024-03-01 18:26:22.063479327
user_0349,landing,2024-03-01 18:28:22.343984986
user_0518,deposit_form,2024-03-01 18:29:33.792283980
user_1176,landing,2024-03-01 18:31:29.036031150
user_0618,landing,2024-03-01 18:31:50.920645864
user_0518,deposit_success,2024-03-01 18:36:33.792283980
user_0864,registration,2024-03-01 18:42:56.909619662
user_1056,deposit_form,2024-03-01 18:48:22.063479327
user_0952,landing,2024-03-01 18:52:13.587534012
user_0463,registration,2024-03-01 18:53:22.417458117
user_0298,deposit_form,2024-03-01 18:55:53.907729756
user_0349,registration,2024-03-01 18:58:22.343984986
user_0907,deposit_form,2024-03-01 18:59:21.883625670
user_0235,landing,2024-03-01 19:02:01.094399674
user_0062,landing,2024-03-01 19:05:09.776749308
user_0618,registration,2024-03-01 19:05:50.920645864
user_0062,registration,2024-03-01 19:07:09.776749308
user_1046,deposit_form,2024-03-01 19:08:14.167517689
user_0226,landing,2024-03-01 19:09:28.415203182
user_1014,landing,2024-03-01 19:09:35.088370333
user_0360,deposit_form,2024-03-01 19:14:14.033570878
user_1109,landing,2024-03-01 19:15:50.659064582
user_0907,deposit_success,2024-03-01 19:16:21.883625670
user_0638,landing,2024-03-01 19:17:06.794468375
user_1158,landing,2024-03-01 19:18:27.423944661
user_0360,deposit_success,2024-03-01 19:19:14.033570878
user_1046,deposit_success,2024-03-01 19:20:14.167517689
user_0226,registration,2024-03-01 19:27:28.415203182
user_1014,registration,2024-03-01 19:27:35.088370333
user_1109,registration,2024-03-01 19:29:50.659064582
user_0327,landing,2024-03-01 19:30:23.001589908
user_0983,landing,2024-03-01 19:32:36.277711450
user_0109,landing,2024-03-01 19:33:19.969782573
user_0146,landing,2024-03-01 19:35:21.446256807
user_0226,deposit_form,2024-03-01 19:36:28.415203182
user_1049,landing,2024-03-01 19:40:17.966176143
user_0212,landing,2024-03-01 19:42:13.379033606
user_0349,deposit_form,2024-03-01 19:44:22.343984986
user_0349,deposit_success,2024-03-01 19:46:22.343984986
user_0195,landing,2024-03-01 19:47:38.597168803
user_0062,deposit_form,2024-03-01 19:49:09.776749308
user_0039,landing,2024-03-01 19:51:05.987395839
user_1014,deposit_form,2024-03-01 19:52:35.088370333
user_1152,landing,2024-03-01 19:53:55.407591441
user_1078,landing,2024-03-01 19:54:11.255884693
user_1158,registration,2024-03-01 19:54:27.423944661
user_0149,landing,2024-03-01 19:56:13.178158386
user_0919,landing,2024-03-01 19:56:50.988676426
user_0195,registration,2024-03-01 19:59:38.597168803
user_1078,registration,2024-03-01 20:01:11.255884693
user_0327,registration,2024-03-01 20:02:23.001589908
user_0199,landing,2024-03-01 20:02:28.683687688
user_0149,registration,2024-03-01 20:04:13.178158386
user_0717,landing,2024-03-01 20:04:26.780787105
user_0282,landing,2024-03-01 20:04:49.818923292
user_1064,landing,2024-03-01 20:04:55.936935728
user_0039,registration,2024-03-01 20:07:05.987395839
user_0249,landing,2024-03-01 20:08:11.018916934
user_0249,registration,2024-03-01 20:10:11.018916934
user_0149,deposit_form,2024-03-01 20:10:13.178158386
user_0212,registration,2024-03-01 20:10:13.379033606
user_0109,registration,2024-03-01 20:11:19.969782573
user_0919,registration,2024-03-01 20:11:50.988676426
user_1049,registration,2024-03-01 20:12:17.966176143
user_0149,deposit_success,2024-03-01 20:13:13.178158386
user_1152,registration,2024-03-01 20:13:55.407591441
user_1158,deposit_form,2024-03-01 20:15:27.423944661
user_0759,landing,2024-03-01 20:19:25.215560184
user_0199,registration,2024-03-01 20:20:28.683687688
user_0249,deposit_form,2024-03-01 20:21:11.018916934
user_0249,deposit_success,2024-03-01 20:22:11.018916934
user_1109,deposit_form,2024-03-01 20:28:50.659064582
user_0039,deposit_form,2024-03-01 20:29:05.987395839
user_1152,deposit_form,2024-03-01 20:32:55.407591441
user_0039,deposit_success,2024-03-01 20:33:05.987395839
user_0919,deposit_form,2024-03-01 20:37:50.988676426
user_0521,landing,2024-03-01 20:38:11.855085298
user_0759,registration,2024-03-01 20:42:25.215560184
user_0125,landing,2024-03-01 20:42:30.310678195
user_0711,landing,2024-03-01 20:42:51.773595181
user_1097,landing,2024-03-01 20:51:11.688604646
user_0212,deposit_form,2024-03-01 20:52:13.379033606
user_1109,deposit_success,2024-03-01 20:52:50.659064582
user_1078,deposit_form,2024-03-01 20:53:11.255884693
user_0212,deposit_success,2024-03-01 20:53:13.379033606
user_0580,landing,2024-03-01 20:53:40.861076370
user_0613,landing,2024-03-01 20:53:50.739474721
user_0016,landing,2024-03-01 20:53:57.190605129
user_0598,landing,2024-03-01 20:55:30.867549726
user_0919,deposit_success,2024-03-01 20:55:50.988676426
user_0533,landing,2024-03-01 20:56:55.508860669
user_0896,landing,2024-03-01 20:57:12.856688229
user_1152,deposit_success,2024-03-01 20:57:55.407591441
user_0327,deposit_form,2024-03-01 20:58:23.001589908
user_1097,registration,2024-03-01 21:00:11.688604646
user_0189,landing,2024-03-01 21:00:16.612990286
user_0819,landing,2024-03-01 21:01:08.533555896
user_0016,registration,2024-03-01 21:02:57.190605129
user_0711,registration,2024-03-01 21:04:51.773595181
user_0759,deposit_form,2024-03-01 21:06:25.215560184
user_0151,landing,2024-03-01 21:09:47.968348305
user_0580,registration,2024-03-01 21:12:40.861076370
user_1078,deposit_success,2024-03-01 21:13:11.255884693
user_0879,landing,2024-03-01 21:13:13.608687136
user_0843,landing,2024-03-01 21:13:53.156768350
user_0413,landing,2024-03-01 21:16:27.881574679
user_0926,landing,2024-03-01 21:17:27.607770596
user_0327,deposit_success,2024-03-01 21:18:23.001589908
user_0521,registration,2024-03-01 21:19:11.855085298
user_0819,registration,2024-03-01 21:20:08.533555896
user_0821,landing,2024-03-01 21:21:43.060877251
user_0580,deposit_form,2024-03-01 21:22:40.861076370
user_0745,landing,2024-03-01 21:23:25.528233332
user_1097,deposit_form,2024-03-01 21:24:11.688604646
user_0613,registration,2024-03-01 21:28:50.739474721
user_0151,registration,2024-03-01 21:31:47.968348305
user_0598,registration,2024-03-01 21:32:30.867549726
user_0821,registration,2024-03-01 21:34:43.060877251
user_0151,deposit_form,2024-03-01 21:34:47.968348305
user_0926,registration,2024-03-01 21:38:27.607770596
user_0896,registration,2024-03-01 21:41:12.856688229
user_0843,registration,2024-03-01 21:41:53.156768350
user_0612,landing,2024-03-01 21:45:22.703830466
user_0879,registration,2024-03-01 21:46:13.608687136
user_0413,registration,2024-03-01 21:46:27.881574679
user_0151,deposit_success,2024-03-01 21:46:47.968348305
user_1097,deposit_success,2024-03-01 21:47:11.688604646
user_0521,deposit_form,2024-03-01 21:49:11.855085298
user_0819,deposit_form,2024-03-01 21:50:08.533555896
user_0878,landing,2024-03-01 21:54:49.077866970
user_0926,deposit_form,2024-03-01 21:57:27.607770596
user_0819,deposit_success,2024-03-01 22:01:08.533555896
user_0350,landing,2024-03-01 22:01:49.226142298
user_0180,landing,2024-03-01 22:02:55.610750140
user_0391,landing,2024-03-01 22:03:48.819722705
user_0413,deposit_form,2024-03-01 22:04:27.881574679
user_0197,landing,2024-03-01 22:04:30.128194930
user_0740,landing,2024-03-01 22:04:34.340442510
user_0613,deposit_form,2024-03-01 22:04:50.739474721
user_0160,landing,2024-03-01 22:07:27.981300968
user_0513,landing,2024-03-01 22:10:37.603145640
user_0391,registration,2024-03-01 22:10:48.819722705
user_0513,registration,2024-03-01 22:14:37.603145640
user_0878,registration,2024-03-01 22:16:49.077866970
user_0926,deposit_success,2024-03-01 22:17:27.607770596
user_0413,deposit_success,2024-03-01 22:20:27.881574679
user_0896,deposit_form,2024-03-01 22:23:12.856688229
user_0613,deposit_success,2024-03-01 22:23:50.739474721
user_0730,landing,2024-03-01 22:24:06.424697667
user_0160,registration,2024-03-01 22:24:27.981300968
user_0184,landing,2024-03-01 22:25:16.172575485
user_0612,registration,2024-03-01 22:29:22.703830466
user_0537,landing,2024-03-01 22:29:37.175910093
user_0896,deposit_success,2024-03-01 22:31:12.856688229
user_0782,landing,2024-03-01 22:34:29.725010205
user_0878,deposit_form,2024-03-01 22:35:49.077866970
user_0184,registration,2024-03-01 22:39:16.172575485
user_0740,registration,2024-03-01 22:40:34.340442510
user_0843,deposit_form,2024-03-01 22:41:53.156768350
user_0612,deposit_form,2024-03-01 22:42:22.703830466
user_0180,registration,2024-03-01 22:42:55.610750140
user_0184,deposit_form,2024-03-01 22:45:16.172575485
user_0406,landing,2024-03-01 22:48:52.010567096
user_0937,landing,2024-03-01 22:50:46.725051915
user_0259,landing,2024-03-01 22:52:01.668002034
user_0160,deposit_form,2024-03-01 22:52:27.981300968
user_0406,registration,2024-03-01 22:54:52.010567096
user_0184,deposit_success,2024-03-01 22:55:16.172575485
user_0072,landing,2024-03-01 22:59:43.304811471
user_0406,deposit_form,2024-03-01 23:00:52.010567096
user_0612,deposit_success,2024-03-01 23:01:22.703830466
user_0391,deposit_form,2024-03-01 23:01:48.819722705
user_0730,registration,2024-03-01 23:03:06.424697667
user_1059,landing,2024-03-01 23:07:46.889770238
user_0391,deposit_success,2024-03-01 23:11:48.819722705
user_0782,registration,2024-03-01 23:12:29.725010205
user_0513,deposit_form,2024-03-01 23:13:37.603145640
user_0259,registration,2024-03-01 23:15:01.668002034
user_0160,deposit_success,2024-03-01 23:17:27.981300968
user_0017,landing,2024-03-01 23:18:27.104653656
user_1127,landing,2024-03-01 23:18:52.604594974
user_0673,landing,2024-03-01 23:20:36.599252539
user_0320,landing,2024-03-01 23:26:16.009160726
user_0331,landing,2024-03-01 23:27:42.676092306
user_0937,registration,2024-03-01 23:28:46.725051915
user_0406,deposit_success,2024-03-01 23:28:52.010567096
user_0017,registration,2024-03-01 23:29:27.104653656
user_0616,landing,2024-03-01 23:29:40.098347574
user_1020,landing,2024-03-01 23:30:36.155579237
user_1103,landing,2024-03-01 23:31:57.403726287
user_0072,registration,2024-03-01 23:34:43.304811471
user_0496,landing,2024-03-01 23:36:41.106475414
user_0026,landing,2024-03-01 23:37:13.469451250
user_0831,landing,2024-03-01 23:38:50.734355276
user_1103,registration,2024-03-01 23:38:57.403726287
user_0017,deposit_form,2024-03-01 23:39:27.104653656
user_0788,landing,2024-03-01 23:41:23.193359440
user_0826,landing,2024-03-01 23:42:38.806577013
user_0331,registration,2024-03-01 23:42:42.676092306
user_0826,registration,2024-03-01 23:43:38.806577013
user_0173,landing,2024-03-01 23:45:56.103590739
user_0496,registration,2024-03-01 23:46:41.106475414
user_0320,registration,2024-03-01 23:48:16.009160726
user_1059,registration,2024-03-01 23:49:46.889770238
user_0730,deposit_form,2024-03-01 23:51:06.424697667
user_0152,landing,2024-03-01 23:51:21.699810781
user_0730,deposit_success,2024-03-01 23:55:06.424697667
user_0616,registration,2024-03-01 23:57:40.098347574
user_1125,landing,2024-03-01 23:59:55.349090206
user_0422,landing,2024-03-02 00:00:45.925321420
user_0496,deposit_form,2024-03-02 00:01:41.106475414
user_0666,landing,2024-03-02 00:02:22.402062139
user_0826,deposit_form,2024-03-02 00:02:38.806577013
user_1127,registration,2024-03-02 00:02:52.604594974
user_0042,landing,2024-03-02 00:03:11.364095214
user_0148,landing,2024-03-02 00:03:26.701047550
user_0788,registration,2024-03-02 00:04:23.193359440
user_0782,deposit_form,2024-03-02 00:04:29.725010205
user_0152,registration,2024-03-02 00:05:21.699810781
user_0634,landing,2024-03-02 00:10:14.726634380
user_0148,registration,2024-03-02 00:14:26.701047550
user_1103,deposit_form,2024-03-02 00:18:57.403726287
user_0831,registration,2024-03-02 00:19:50.734355276
user_0778,landing,2024-03-02 00:20:31.634251101
user_1125,registration,2024-03-02 00:22:55.349090206
