user_id,event_index,event_type,event_timestamp
U00076,2,exit,2024-01-30 14:00:00
U00077,0,landing,2024-01-08 00:00:00
U00077,1,browse,2024-01-09 08:00:00
U00077,2,exit,2024-01-09 23:00:00
U00078,0,landing,2024-01-26 00:00:00
U00078,1,browse,2024-01-27 02:00:00
U00078,2,register,2024-01-27 13:00:00
U00078,3,exit,2024-01-28 19:00:00
U00079,0,landing,2024-01-20 00:00:00
U00079,1,exit,2024-01-21 11:00:00
U00080,0,landing,2024-01-01 00:00:00
U00080,1,browse,2024-01-01 06:00:00
U00080,2,exit,2024-01-02 10:00:00
U00081,0,landing,2024-01-07 00:00:00
U00081,1,browse,2024-01-08 06:00:00
U00081,2,register,2024-01-09 03:00:00
U00081,3,deposit,2024-01-10 01:00:00
U00081,4,exit,2024-01-11 02:00:00
U00082,0,landing,2024-01-16 00:00:00
U00082,1,browse,2024-01-16 02:00:00
U00082,2,register,2024-01-17 13:00:00
U00082,3,exit,2024-01-17 17:00:00
U00083,0,landing,2024-01-12 00:00:00
U00083,1,exit,2024-01-12 15:00:00
U00084,0,landing,2024-01-25 00:00:00
U00084,1,browse,2024-01-25 02:00:00
U00084,2,exit,2024-01-25 18:00:00
U00085,0,landing,2024-01-22 00:00:00
U00085,1,browse,2024-01-22 08:00:00
U00085,2,browse,2024-01-22 22:00:00
U00085,3,register,2024-01-24 04:00:00
U00085,4,deposit,2024-01-24 21:00:00
U00086,0,landing,2024-01-24 00:00:00
U00086,1,browse,2024-01-24 08:00:00
U00086,2,browse,2024-01-24 19:00:00
U00086,3,exit,2024-01-25 15:00:00
U00087,0,landing,2024-01-13 00:00:00
U00087,1,browse,2024-01-14 02:00:00
U00087,2,browse,2024-01-14 15:00:00
U00087,3,register,2024-01-14 20:00:00
U00087,4,exit,2024-01-15 12:00:00
U00088,0,landing,2024-01-20 00:00:00
U00088,1,browse,2024-01-20 08:00:00
U00088,2,exit,2024-01-20 11:00:00
U00089,0,landing,2024-01-11 00:00:00
U00089,1,browse,2024-01-11 01:00:00
U00089,2,register,2024-01-12 04:00:00
U00089,3,deposit,2024-01-13 12:00:00
U00089,4,exit,2024-01-13 19:00:00
U00090,0,landing,2024-01-15 00:00:00
U00090,1,browse,2024-01-15 10:00:00
U00090,2,exit,2024-01-16 14:00:00
U00091,0,landing,2024-01-20 00:00:00
U00091,1,browse,2024-01-21 11:00:00
U00091,2,exit,2024-01-22 18:00:00
U00092,0,landing,2024-01-11 00:00:00
U00092,1,browse,2024-01-11 16:00:00
U00092,2,exit,2024-01-11 22:00:00
U00093,0,landing,2024-01-19 00:00:00
U00093,1,browse,2024-01-20 01:00:00
U00093,2,exit,2024-01-20 23:00:00
U00094,0,landing,2024-01-26 00:00:00
U00094,1,browse,2024-01-26 17:00:00
U00094,2,register,2024-01-27 15:00:00
U00094,3,deposit,2024-01-28 09:00:00
U00094,4,exit,2024-01-29 03:00:00
U00095,0,landing,2024-01-14 00:00:00
U00095,1,browse,2024-01-15 08:00:00
U00095,2,register,2024-01-16 00:00:00
U00095,3,deposit,2024-01-17 07:00:00
U00095,4,exit,2024-01-18 15:00:00
U00096,0,landing,2024-01-08 00:00:00
U00096,1,browse,2024-01-08 20:00:00
U00096,2,browse,2024-01-09 20:00:00
U00096,3,register,2024-01-11 03:00:00
U00096,4,deposit,2024-01-12 13:00:00
U00097,0,landing,2024-01-12 00:00:00
U00097,1,browse,2024-01-13 06:00:00
U00097,2,exit,2024-01-14 00:00:00
U00098,0,landing,2024-01-11 00:00:00
U00098,1,browse,2024-01-11 08:00:00
U00098,2,exit,2024-01-12 19:00:00
U00099,0,landing,2024-01-23 00:00:00
U00099,1,exit,2024-01-23 12:00:00
U00100,0,landing,2024-01-25 00:00:00
U00100,1,browse,2024-01-26 10:00:00
U00100,2,register,2024-01-27 05:00:00
U00100,3,exit,2024-01-27 12:00:00
U00101,0,landing,2024-01-23 00:00:00
U00101,1,browse,2024-01-24 11:00:00
U00101,2,register,2024-01-24 20:00:00
U00101,3,deposit,2024-01-25 14:00:00
U00101,4,exit,2024-01-25 17:00:00
U00102,0,landing,2024-01-18 00:00:00
U00102,1,exit,2024-01-18 19:00:00
U00103,0,landing,2024-01-16 00:00:00
U00103,1,browse,2024-01-16 07:00:00
U00103,2,browse,2024-01-16 08:00:00
U00103,3,exit,2024-01-17 03:00:00
U00104,0,landing,2024-01-28 00:00:00
U00104,1,browse,2024-01-29 07:00:00
U00104,2,register,2024-01-29 15:00:00
U00104,3,deposit,2024-01-29 20:00:00
U00104,4,exit,2024-01-30 22:00:00
U00105,0,landing,2024-01-05 00:00:00
U00105,1,browse,2024-01-05 10:00:00
U00105,2,exit,2024-01-06 06:00:00
U00106,0,landing,2024-01-14 00:00:00
U00106,1,browse,2024-01-14 15:00:00
U00106,2,exit,2024-01-16 01:00:00
U00107,0,landing,2024-01-14 00:00:00
U00107,1,browse,2024-01-14 20:00:00
U00107,2,register,2024-01-15 00:00:00
U00107,3,exit,2024-01-15 07:00:00
U00108,0,landing,2024-01-07 00:00:00
U00108,1,exit,2024-01-07 14:00:00
U00109,0,landing,2024-01-06 00:00:00
U00109,1,browse,2024-01-06 01:00:00
U00109,2,browse,2024-01-07 04:00:00
U00109,3,register,2024-01-08 09:00:00
U00109,4,exit,2024-01-09 16:00:00
U00110,0,landing,2024-01-23 00:00:00
U00110,1,browse,2024-01-24 06:00:00
U00110,2,exit,2024-01-24 11:00:00
U00111,0,landing,2024-01-21 00:00:00
U00111,1,browse,2024-01-21 13:00:00
U00111,2,exit,2024-01-22 17:00:00
U00112,0,landing,2024-01-05 00:00:00
U00112,1,browse,2024-01-05 05:00:00
U00112,2,register,2024-01-05 09:00:00
U00112,3,deposit,2024-01-05 20:00:00
U00112,4,exit,2024-01-06 16:00:00
U00113,0,landing,2024-01-15 00:00:00
U00113,1,browse,2024-01-15 08:00:00
U00113,2,exit,2024-01-16 14:00:00
U00114,0,landing,2024-01-17 00:00:00
U00114,1,browse,2024-01-18 11:00:00
U00114,2,exit,2024-01-19 19:00:00
U00115,0,landing,2024-01-24 00:00:00
U00115,1,browse,2024-01-24 21:00:00
U00115,2,exit,2024-01-25 14:00:00
U00116,0,landing,2024-01-28 00:00:00
U00116,1,browse,2024-01-28 02:00:00
U00116,2,exit,2024-01-28 20:00:00
U00117,0,landing,2024-01-15 00:00:00
U00117,1,browse,2024-01-15 18:00:00
U00117,2,register,2024-01-16 06:00:00
U00117,3,deposit,2024-01-17 10:00:00
U00117,4,exit,2024-01-18 18:00:00
U00118,0,landing,2024-01-16 00:00:00
U00118,1,exit,2024-01-16 23:00:00
U00119,0,landing,2024-01-14 00:00:00
U00119,1,browse,2024-01-15 08:00:00
U00119,2,register,2024-01-16 03:00:00
U00119,3,deposit,2024-01-17 05:00:00
U00119,4,exit,2024-01-17 08:00:00
U00120,0,landing,2024-01-13 00:00:00
U00120,1,browse,2024-01-14 09:00:00
U00120,2,register,2024-01-14 10:00:00
U00120,3,exit,2024-01-15 21:00:00
U00121,0,landing,2024-01-20 00:00:00
U00121,1,browse,2024-01-21 08:00:00
U00121,2,browse,2024-01-22 13:00:00
U00121,3,exit,2024-01-22 17:00:00
U00122,0,landing,2024-01-15 00:00:00
U00122,1,browse,2024-01-16 08:00:00
U00122,2,exit,2024-01-16 16:00:00
U00123,0,landing,2024-01-23 00:00:00
U00123,1,browse,2024-01-23 11:00:00
U00123,2,exit,2024-01-24 07:00:00
U00124,0,landing,2024-01-30 00:00:00
U00124,1,browse,2024-01-30 08:00:00
U00124,2,register,2024-01-31 14:00:00
U00124,3,exit,2024-01-31 22:00:00
U00125,0,landing,2024-01-10 00:00:00
U00125,1,browse,2024-01-11 09:00:00
U00125,2,browse,2024-01-12 03:00:00
U00125,3,exit,2024-01-13 06:00:00
U00126,0,landing,2024-01-13 00:00:00
U00126,1,browse,2024-01-13 13:00:00
U00126,2,register,2024-01-14 22:00:00
U00126,3,exit,2024-01-15 07:00:00
U00127,0,landing,2024-01-09 00:00:00
U00127,1,exit,2024-01-10 03:00:00
U00128,0,landing,2024-01-24 00:00:00
U00128,1,browse,2024-01-24 20:00:00
U00128,2,register,2024-01-26 04:00:00
U00128,3,deposit,2024-01-26 14:00:00
U00128,4,exit,2024-01-27 19:00:00
U00129,0,landing,2024-01-18 00:00:00
U00129,1,browse,2024-01-19 01:00:00
U00129,2,exit,2024-01-20 07:00:00
U00130,0,landing,2024-01-28 00:00:00
U00130,1,exit,2024-01-28 13:00:00
U00131,0,landing,2024-01-08 00:00:00
U00131,1,exit,2024-01-09 01:00:00
U00132,0,landing,2024-01-23 00:00:00
U00132,1,browse,2024-01-24 01:00:00
U00132,2,register,2024-01-25 02:00:00
U00132,3,exit,2024-01-25 12:00:00
U00133,0,landing,2024-01-19 00:00:00
U00133,1,browse,2024-01-19 22:00:00
U00133,2,browse,2024-01-20 05:00:00
U00133,3,exit,2024-01-21 10:00:00
U00134,0,landing,2024-01-28 00:00:00
U00134,1,browse,2024-01-28 10:00:00
U00134,2,register,2024-01-28 15:00:00
U00134,3,deposit,2024-01-29 22:00:00
U00134,4,exit,2024-01-30 15:00:00
U00135,0,landing,2024-01-28 00:00:00
U00135,1,browse,2024-01-28 22:00:00
U00135,2,exit,2024-01-30 09:00:00
U00136,0,landing,2024-01-25 00:00:00
U00136,1,browse,2024-01-26 08:00:00
U00136,2,exit,2024-01-27 19:00:00
U00137,0,landing,2024-01-30 00:00:00
U00137,1,browse,2024-01-30 19:00:00
U00137,2,browse,2024-01-31 10:00:00
U00137,3,exit,2024-01-31 16:00:00
U00138,0,landing,2024-01-28 00:00:00
U00138,1,browse,2024-01-28 07:00:00
U00138,2,browse,2024-01-29 12:00:00
U00138,3,exit,2024-01-29 23:00:00
U00139,0,landing,2024-01-10 00:00:00
U00139,1,browse,2024-01-10 23:00:00
U00139,2,register,2024-01-11 23:00:00
U00139,3,exit,2024-01-13 03:00:00
U00140,0,landing,2024-01-26 00:00:00
U00140,1,browse,2024-01-26 12:00:00
U00140,2,exit,2024-01-26 23:00:00
U00141,0,landing,2024-01-16 00:00:00
U00141,1,browse,2024-01-16 10:00:00
U00141,2,register,2024-01-17 01:00:00
U00141,3,exit,2024-01-18 07:00:00
U00142,0,landing,2024-01-29 00:00:00
U00142,1,browse,2024-01-30 06:00:00
U00142,2,exit,2024-01-31 01:00:00
U00143,0,landing,2024-01-19 00:00:00
U00143,1,browse,2024-01-19 20:00:00
U00143,2,browse,2024-01-21 00:00:00
U00143,3,register,2024-01-21 17:00:00
U00143,4,deposit,2024-01-22 23:00:00
U00144,0,landing,2024-01-08 00:00:00
U00144,1,browse,2024-01-09 01:00:00
U00144,2,browse,2024-01-10 00:00:00
U00144,3,register,2024-01-10 19:00:00
U00144,4,deposit,2024-01-11 14:00:00
U00145,0,landing,2024-01-28 00:00:00
U00145,1,browse,2024-01-28 04:00:00
U00145,2,register,2024-01-29 12:00:00
U00145,3,deposit,2024-01-30 07:00:00
U00145,4,exit,2024-01-30 22:00:00
U00146,0,landing,2024-01-20 00:00:00
U00146,1,browse,2024-01-20 17:00:00
U00146,2,exit,2024-01-21 02:00:00
U00147,0,landing,2024-01-10 00:00:00
U00147,1,browse,2024-01-11 05:00:00
U00147,2,exit,2024-01-11 08:00:00
U00148,0,landing,2024-01-24 00:00:00
U00148,1,browse,2024-01-25 03:00:00
U00148,2,register,2024-01-25 15:00:00
U00148,3,deposit,2024-01-26 04:00:00
U00148,4,exit,2024-01-26 13:00:00
U00149,0,landing,2024-01-09 00:00:00
U00149,1,browse,2024-01-09 11:00:00
U00149,2,register,2024-01-10 04:00:00
U00149,3,deposit,2024-01-11 11:00:00
U00149,4,exit,2024-01-12 06:00:00
U00150,0,landing,2024-01-05 00:00:00
U00150,1,browse,2024-01-05 15:00:00
U00150,2,register,2024-01-06 17:00:00
U00150,3,exit,2024-01-07 17:00:00
U00151,0,landing,2024-01-12 00:00:00
U00151,1,browse,2024-01-12 17:00:00
U00151,2,register,2024-01-13 18:00:00
U00151,3,deposit,2024-01-14 18:00:00
U00151,4,exit,2024-01-15 01:00:00
U00152,0,landing,2024-01-18 00:00:00
U00152,1,browse,2024-01-18 21:00:00
U00152,2,exit,2024-01-19 12:00:00
U00153,0,landing,2024-01-23 00:00:00
U00153,1,browse,2024-01-23 20:00:00
U00153,2,exit,2024-01-24 23:00:00
U00154,0,landing,2024-01-04 00:00:00
U00154,1,browse,2024-01-04 07:00:00
U00154,2,browse,2024-01-04 23:00:00
U00154,3,register,2024-01-06 10:00:00
U00154,4,exit,2024-01-06 19:00:00
U00155,0,landing,2024-01-23 00:00:00
U00155,1,browse,2024-01-24 11:00:00
U00155,2,exit,2024-01-25 14:00:00
U00156,0,landing,2024-01-21 00:00:00
U00156,1,browse,2024-01-21 07:00:00
U00156,2,exit,2024-01-22 15:00:00
U00157,0,landing,2024-01-07 00:00:00
U00157,1,browse,2024-01-08 05:00:00
U00157,2,register,2024-01-09 10:00:00
U00157,3,exit,2024-01-10 02:00:00
U00158,0,landing,2024-01-04 00:00:00
U00158,1,exit,2024-01-05 00:00:00
U00159,0,landing,2024-01-07 00:00:00
U00159,1,browse,2024-01-07 08:00:00
U00159,2,register,2024-01-08 14:00:00
U00159,3,deposit,2024-01-08 20:00:00
U00159,4,exit,2024-01-09 10:00:00
U00160,0,landing,2024-01-08 00:00:00
U00160,1,browse,2024-01-08 09:00:00
U00160,2,register,2024-01-08 23:00:00
U00160,3,exit,2024-01-09 04:00:00
U00161,0,landing,2024-01-27 00:00:00
U00161,1,browse,2024-01-27 15:00:00
U00161,2,exit,2024-01-28 13:00:00
U00162,0,landing,2024-01-09 00:00:00
U00162,1,browse,2024-01-09 10:00:00
U00162,2,exit,2024-01-09 19:00:00
U00163,0,landing,2024-01-05 00:00:00
U00163,1,browse,2024-01-05 01:00:00
U00163,2,register,2024-01-06 00:00:00
U00163,3,exit,2024-01-06 16:00:00
U00164,0,landing,2024-01-14 00:00:00
U00164,1,browse,2024-01-15 10:00:00
U00164,2,browse,2024-01-15 18:00:00
U00164,3,register,2024-01-15 23:00:00
U00164,4,deposit,2024-01-17 06:00:00
U00165,0,landing,2024-01-15 00:00:00
U00165,1,browse,2024-01-16 09:00:00
U00165,2,exit,2024-01-17 00:00:00
U00166,0,landing,2024-01-02 00:00:00
U00166,1,exit,2024-01-03 10:00:00
U00167,0,landing,2024-01-28 00:00:00
U00167,1,browse,2024-01-29 02:00:00
U00167,2,register,2024-01-30 06:00:00
U00167,3,exit,2024-01-30 13:00:00
U00168,0,landing,2024-01-20 00:00:00
U00168,1,browse,2024-01-20 10:00:00
U00168,2,register,2024-01-20 15:00:00
U00168,3,deposit,2024-01-21 00:00:00
U00168,4,exit,2024-01-21 18:00:00
U00169,0,landing,2024-01-13 00:00:00
U00169,1,browse,2024-01-14 10:00:00
U00169,2,exit,2024-01-15 05:00:00
U00170,0,landing,2024-01-28 00:00:00
U00170,1,browse,2024-01-28 14:00:00
U00170,2,register,2024-01-29 18:00:00
U00170,3,exit,2024-01-30 23:00:00
U00171,0,landing,2024-01-14 00:00:00
U00171,1,exit,2024-01-14 22:00:00
U00172,0,landing,2024-01-11 00:00:00
U00172,1,browse,2024-01-12 04:00:00
